id,group,en,fr,it,de,es
MONSTER_206,MONSTER_NAME,Dunsparce,Insolourdo,Dunsparce,Dummisel,Dunsparce
MONSTER_206_DESC,MONSTER_DESCRIPTION,Land Snake Pokémon,Pokémon Serpent,Pokémon Terraserpe,Schlangen-Pokémon,Pokémon Serpiente Tierra
MONSTER_207,MONSTER_NAME,Gligar,Scorplane,Gligar,Skorgla,Gligar
MONSTER_207_DESC,MONSTER_DESCRIPTION,Fly Scorpion Pokémon,Pokémon Scorpivol,Pokémon Aliscorpio,Flugskorpi,Pokémon Escorpiala
MONSTER_208,MONSTER_NAME,Steelix,Steelix,Steelix,Stahlos,Steelix
MONSTER_208_DESC,MONSTER_DESCRIPTION,Iron Snake Pokémon,Pokémon Serpenfer,Pokémon Ferroserpe,Stahlboa-Pokémon,Pokémon Serpiente Férrea
MONSTER_209,MONSTER_NAME,Snubbull,Snubbull,Snubbull,Snubbull,Snubbull
MONSTER_209_DESC,MONSTER_DESCRIPTION,Fairy Pokémon,Pokémon Fée,Pokémon Fata,Fee,Pokémon Hada
MONSTER_210,MONSTER_NAME,Granbull,Granbull,Granbull,Granbull,Granbull
MONSTER_210_DESC,MONSTER_DESCRIPTION,Fairy Pokémon,Pokémon Fée,Pokémon Fata,Fee,Pokémon Hada
MONSTER_211,MONSTER_NAME,Qwilfish,Qwilfish,Qwilfish,Baldorfish,Qwilfish
MONSTER_211_DESC,MONSTER_DESCRIPTION,Balloon Pokémon,Pokémon Bouboule,Pokémon Pallone,Ballon-Pokémon,Pokémon Globo
MONSTER_212,MONSTER_NAME,Scizor,Cizayox,Scizor,Scherox,Scizor
MONSTER_212_DESC,MONSTER_DESCRIPTION,Pincer Pokémon,Pokémon Pince,Pokémon Chela,Kneifer-Pokémon,Pokémon Tenaza
MONSTER_213,MONSTER_NAME,Shuckle,Caratroc,Shuckle,Pottrott,Shuckle
MONSTER_213_DESC,MONSTER_DESCRIPTION,Mold Pokémon,Pokémon Pourri,Pokémon Muffa,Schimmel-Pokémon,Pokémon Moho
MONSTER_214,MONSTER_NAME,Heracross,Scarhino,Heracross,Skaraborn,Heracross
MONSTER_214_DESC,MONSTER_DESCRIPTION,Single Horn Pokémon,Pokémon Unicorne,Pokémon Monocorno,Einzelhorn-Pokémon,Pokémon Cuerno
MONSTER_215,MONSTER_NAME,Sneasel,Farfuret,Sneasel,Sniebel,Sneasel
MONSTER_215_DESC,MONSTER_DESCRIPTION,Sharp Claw Pokémon,Pokémon Grifacérée,Pokémon Lamartigli,Stichklauen-Pokémon,Pokémon Garra Filo
MONSTER_216,MONSTER_NAME,Teddiursa,Teddiursa,Teddiursa,Teddiursa,Teddiursa
MONSTER_216_DESC,MONSTER_DESCRIPTION,Little Bear Pokémon,Pokémon Mini Ours,Pokémon Orsetto,Kleinbär,Pokémon Osito
MONSTER_217,MONSTER_NAME,Ursaring,Ursaring,Ursaring,Ursaring,Ursaring
MONSTER_217_DESC,MONSTER_DESCRIPTION,Hibernator Pokémon,Pokémon Hibernant,Pokémon Letargo,Schläfer,Pokémon Hibernante
MONSTER_218,MONSTER_NAME,Slugma,Limagma,Slugma,Schneckmag,Slugma
MONSTER_218_DESC,MONSTER_DESCRIPTION,Lava Pokémon,Pokémon Lave,Pokémon Lava,Lava,Pokémon Lava
MONSTER_219,MONSTER_NAME,Magcargo,Volcaropod,Magcargo,Magcargo,Magcargo
MONSTER_219_DESC,MONSTER_DESCRIPTION,Lava Pokémon,Pokémon Lave,Pokémon Lava,Lava,Pokémon Lava
MONSTER_220,MONSTER_NAME,Swinub,Marcacrin,Swinub,Quiekel,Swinub
MONSTER_220_DESC,MONSTER_DESCRIPTION,Pig Pokémon,Pokémon Cochon,Pokémon Maiale,Ferkel-Pokémon,Pokémon Cerdo
MONSTER_221,MONSTER_NAME,Piloswine,Cochignon,Piloswine,Keifel,Piloswine
MONSTER_221_DESC,MONSTER_DESCRIPTION,Swine Pokémon,Pokémon Porc,Pokémon Suino,Schwein-Pokémon,Pokémon Puerco
MONSTER_222,MONSTER_NAME,Corsola,Corayon,Corsola,Corasonn,Corsola
MONSTER_222_DESC,MONSTER_DESCRIPTION,Coral Pokémon,Pokémon Corail,Pokémon Corallo,Korallen-Pokémon,Pokémon Coral
MONSTER_223,MONSTER_NAME,Remoraid,Rémoraid,Remoraid,Remoraid,Remoraid
MONSTER_223_DESC,MONSTER_DESCRIPTION,Jet Pokémon,Pokémon Jet,Pokémon Jet,Hochdruck-Pokémon,Pokémon Reactor
MONSTER_224,MONSTER_NAME,Octillery,Octillery,Octillery,Octillery,Octillery
MONSTER_224_DESC,MONSTER_DESCRIPTION,Jet Pokémon,Pokémon Jet,Pokémon Jet,Hochdruck-Pokémon,Pokémon Reactor
MONSTER_225,MONSTER_NAME,Delibird,Cadoizo,Delibird,Botogel,Delibird
MONSTER_225_DESC,MONSTER_DESCRIPTION,Delivery Pokémon,Pokémon Livraison,Pokémon Consegna,Lieferanten-Pokémon,Pokémon Reparto
MONSTER_226,MONSTER_NAME,Mantine,Démanta,Mantine,Mantax,Mantine
MONSTER_226_DESC,MONSTER_DESCRIPTION,Kite Pokémon,Pokémon Cervolant,Pokémon Aquilone,Flugrochen-Pokémon,Pokémon Milano
MONSTER_227,MONSTER_NAME,Skarmory,Airmure,Skarmory,Panzaeron,Skarmory
MONSTER_227_DESC,MONSTER_DESCRIPTION,Armor Bird Pokémon,Pokémon Armoiseau,Pokémon Armuccello,Flugstahl-Pokémon,Pokémon Coraza Ave
MONSTER_228,MONSTER_NAME,Houndour,Malosse,Houndour,Hunduster,Houndour
MONSTER_228_DESC,MONSTER_DESCRIPTION,Dark Pokémon,Pokémon Sombre,Pokémon Buio,Hades,Pokémon Siniestro
MONSTER_229,MONSTER_NAME,Houndoom,Démolosse,Houndoom,Hundemon,Houndoom
MONSTER_229_DESC,MONSTER_DESCRIPTION,Dark Pokémon,Pokémon Sombre,Pokémon Buio,Hades,Pokémon Siniestro
MONSTER_230,MONSTER_NAME,Kingdra,Hyporoi,Kingdra,Seedraking,Kingdra
MONSTER_230_DESC,MONSTER_DESCRIPTION,Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón
MONSTER_231,MONSTER_NAME,Phanpy,Phanpy,Phanpy,Phanpy,Phanpy
MONSTER_231_DESC,MONSTER_DESCRIPTION,Long Nose Pokémon,Pokémon Long-Nez,Pokémon Nasone,Langrüssel,Pokémon Narizotas
MONSTER_232,MONSTER_NAME,Donphan,Donphan,Donphan,Donphan,Donphan
MONSTER_232_DESC,MONSTER_DESCRIPTION,Armor Pokémon,Pokémon Armure,Pokémon Armatura,Panzer,Pokémon Coraza
MONSTER_233,MONSTER_NAME,Porygon2,Porygon2,Porygon2,Porygon2,Porygon2
MONSTER_233_DESC,MONSTER_DESCRIPTION,Virtual Pokémon,Pokémon Virtuel,Pokémon Virtuale,Virtuell-Pokémon,Pokémon Virtual
MONSTER_234,MONSTER_NAME,Stantler,Cerfrousse,Stantler,Damhirplex,Stantler
MONSTER_234_DESC,MONSTER_DESCRIPTION,Big Horn Pokémon,Pokémon Maxi Corne,Pokémon Grancorno,Vielender,Pokémon Gran Cuerno
MONSTER_235,MONSTER_NAME,Smeargle,Queulorior,Smeargle,Farbeagle,Smeargle
MONSTER_235_DESC,MONSTER_DESCRIPTION,Painter Pokémon,Pokémon Peintre,Pokémon Pittore,Maler,Pokémon Pintor
MONSTER_236,MONSTER_NAME,Tyrogue,Debugant,Tyrogue,Rabauz,Tyrogue
MONSTER_236_DESC,MONSTER_DESCRIPTION,Scuffle Pokémon,Pokémon Bagarreur,Pokémon Baruffa,Racker-Pokémon,Pokémon Peleón
MONSTER_237,MONSTER_NAME,Hitmontop,Kapoera,Hitmontop,Kapoera,Hitmontop
MONSTER_237_DESC,MONSTER_DESCRIPTION,Handstand Pokémon,Pokémon Poirier,Pokémon Verticale,Kopfstand-Pokémon,Pokémon Boca Abajo
MONSTER_238,MONSTER_NAME,Smoochum,Lippouti,Smoochum,Kussilla,Smoochum
MONSTER_238_DESC,MONSTER_DESCRIPTION,Kiss Pokémon,Pokémon Bisou,Pokémon Bacio,Kuss-Pokémon,Pokémon Beso
MONSTER_239,MONSTER_NAME,Elekid,Élekid,Elekid,Elekid,Elekid
MONSTER_239_DESC,MONSTER_DESCRIPTION,Electric Pokémon,Pokémon Électrique,Pokémon Elettrico,Elektro-Pokémon,Pokémon Eléctrico
MONSTER_240,MONSTER_NAME,Magby,Magby,Magby,Magby,Magby
MONSTER_240_DESC,MONSTER_DESCRIPTION,Live Coal Pokémon,Pokémon Charbon,Pokémon Carbonvivo,Glutherd-Pokémon,Pokémon Ascuas
MONSTER_241,MONSTER_NAME,Miltank,Écrémeuh,Miltank,Miltank,Miltank
MONSTER_241_DESC,MONSTER_DESCRIPTION,Milk Cow Pokémon,Pokémon Vachalait,Pokémon Bovino,Milchkuh-Pokémon,Pokémon Lechera
MONSTER_242,MONSTER_NAME,Blissey,Leuphorie,Blissey,Heiteira,Blissey
MONSTER_242_DESC,MONSTER_DESCRIPTION,Happiness Pokémon,Pokémon Bonheur,Pokémon Felicità,Freuden-Pokémon,Pokémon Felicidad
MONSTER_243,MONSTER_NAME,Raikou,Raikou,Raikou,Raikou,Raikou
MONSTER_243_DESC,MONSTER_DESCRIPTION,Thunder Pokémon,Pokémon Foudre,Pokémon Tuono,Donner-Pokémon,Pokémon Trueno
MONSTER_244,MONSTER_NAME,Entei,Entei,Entei,Entei,Entei
MONSTER_244_DESC,MONSTER_DESCRIPTION,Volcano Pokémon,Pokémon Volcan,Pokémon Vulcano,Vulkan-Pokémon,Pokémon Volcán
MONSTER_245,MONSTER_NAME,Suicune,Suicune,Suicune,Suicune,Suicune
MONSTER_245_DESC,MONSTER_DESCRIPTION,Aurora Pokémon,Pokémon Aurore,Pokémon Aurora,Polarlicht-Pokémon,Pokémon Aurora
MONSTER_246,MONSTER_NAME,Larvitar,Embrylex,Larvitar,Larvitar,Larvitar
MONSTER_246_DESC,MONSTER_DESCRIPTION,Rock Skin Pokémon,Pokémon Peaupierre,Pokémon Peldisasso,Felshaut-Pokémon,Pokémon Piel Roca
MONSTER_247,MONSTER_NAME,Pupitar,Ymphect,Pupitar,Pupitar,Pupitar
MONSTER_247_DESC,MONSTER_DESCRIPTION,Hard Shell Pokémon,Pokémon Carapadure,Pokémon Guscioduro,Hartschalen-Pokémon,Pokémon Caparazón
MONSTER_248,MONSTER_NAME,Tyranitar,Tyranocif,Tyranitar,Despotar,Tyranitar
MONSTER_248_DESC,MONSTER_DESCRIPTION,Armor Pokémon,Pokémon Armure,Pokémon Armatura,Panzer-Pokémon,Pokémon Coraza
MONSTER_249,MONSTER_NAME,Lugia,Lugia,Lugia,Lugia,Lugia
MONSTER_249_DESC,MONSTER_DESCRIPTION,Diving Pokémon,Pokémon Plongeon,Pokémon Immersione,Taucher-Pokémon,Pokémon Buceo
MONSTER_250,MONSTER_NAME,Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh
MONSTER_250_DESC,MONSTER_DESCRIPTION,Rainbow Pokémon,Pokémon Arcenciel,Pokémon Arcobaleno,Regenbogen-Pokémon,Pokémon Arcoíris
MONSTER_251,MONSTER_NAME,Celebi,Celebi,Celebi,Celebi,Celebi
MONSTER_251_DESC,MONSTER_DESCRIPTION,Time Travel Pokémon,Pokémon Temporel,Pokémon Tempovia,Zeitreise-Pokémon,Pokémon Viajetiempo
MONSTER_252,MONSTER_NAME,Treecko,Arcko,Treecko,Geckarbor,Treecko
MONSTER_252_DESC,MONSTER_DESCRIPTION,Wood Gecko Pokémon,Pokémon Bois Gecko,Pokémon Legnogeco,Waldgecko-Pokémon,Pokémon Geco Bosque
MONSTER_253,MONSTER_NAME,Grovyle,Massko,Grovyle,Reptain,Grovyle
MONSTER_253_DESC,MONSTER_DESCRIPTION,Wood Gecko Pokémon,Pokémon Bois Gecko,Pokémon Legnogeco,Waldgecko-Pokémon,Pokémon Geco Bosque
MONSTER_254,MONSTER_NAME,Sceptile,Jungko,Sceptile,Gewaldro,Sceptile
MONSTER_254_DESC,MONSTER_DESCRIPTION,Forest Pokémon,Pokémon Forêt,Pokémon Foresta,Dschungel-Pokémon,Pokémon Monte
MONSTER_255,MONSTER_NAME,Torchic,Poussifeu,Torchic,Flemmli,Torchic
MONSTER_255_DESC,MONSTER_DESCRIPTION,Chick Pokémon,Pokémon Poussin,Pokémon Pulcino,Küken-Pokémon,Pokémon Polluelo
MONSTER_256,MONSTER_NAME,Combusken,Galifeu,Combusken,Jungglut,Combusken
MONSTER_256_DESC,MONSTER_DESCRIPTION,Young Fowl Pokémon,Pokémon Poulet,Pokémon Rampollo,Kleinhahn-Pokémon,Pokémon Ave Corral
MONSTER_257,MONSTER_NAME,Blaziken,Braségali,Blaziken,Lohgock,Blaziken
MONSTER_257_DESC,MONSTER_DESCRIPTION,Blaze Pokémon,Pokémon Ardent,Pokémon Vampe,Großbrand-Pokémon,Pokémon Llameante
MONSTER_258,MONSTER_NAME,Mudkip,Gobou,Mudkip,Hydropi,Mudkip
MONSTER_258_DESC,MONSTER_DESCRIPTION,Mud Fish Pokémon,Pokémon Poissonboue,Pokémon Fango Pesce,Lehmhüpfer-Pokémon,Pokémon Pez Lodo
MONSTER_259,MONSTER_NAME,Marshtomp,Flobio,Marshtomp,Moorabbel,Marshtomp
MONSTER_259_DESC,MONSTER_DESCRIPTION,Mud Fish Pokémon,Pokémon Poissonboue,Pokémon Fango Pesce,Lehmhüpfer-Pokémon,Pokémon Pez Lodo
MONSTER_260,MONSTER_NAME,Swampert,Laggron,Swampert,Sumpex,Swampert
MONSTER_260_DESC,MONSTER_DESCRIPTION,Mud Fish Pokémon,Pokémon Poissonboue,Pokémon Fango Pesce,Lehmhüpfer-Pokémon,Pokémon Pez Lodo
MONSTER_261,MONSTER_NAME,Poochyena,Medhyèna,Poochyena,Fiffyen,Poochyena
MONSTER_261_DESC,MONSTER_DESCRIPTION,Bite Pokémon,Pokémon Morsure,Pokémon Morso,Biss,Pokémon Mordisco
MONSTER_262,MONSTER_NAME,Mightyena,Grahyèna,Mightyena,Magnayen,Mightyena
MONSTER_262_DESC,MONSTER_DESCRIPTION,Bite Pokémon,Pokémon Morsure,Pokémon Morso,Biss,Pokémon Mordisco
MONSTER_263,MONSTER_NAME,Zigzagoon,Zigzaton,Zigzagoon,Zigzachs,Zigzagoon
MONSTER_263_DESC,MONSTER_DESCRIPTION,Tiny Raccoon Pokémon,Pokémon Petit Raton,Pokémon Procione,Kleindachs-Pokémon,Pokémon Mapachito
MONSTER_264,MONSTER_NAME,Linoone,Linéon,Linoone,Geradaks,Linoone
MONSTER_264_DESC,MONSTER_DESCRIPTION,Rushing Pokémon,Pokémon Fonceur,Pokémon Sfrecciante,Sprinter-Pokémon,Pokémon Lanzado
MONSTER_265,MONSTER_NAME,Wurmple,Chenipotte,Wurmple,Waumpel,Wurmple
MONSTER_265_DESC,MONSTER_DESCRIPTION,Worm Pokémon,Pokémon Ver,Pokémon Baco,Wurm,Pokémon Gusano
MONSTER_266,MONSTER_NAME,Silcoon,Armulys,Silcoon,Schaloko,Silcoon
MONSTER_266_DESC,MONSTER_DESCRIPTION,Cocoon Pokémon,Pokémon Cocon,Pokémon Bozzolo,Kokon,Pokémon Capullo
MONSTER_267,MONSTER_NAME,Beautifly,Charmillon,Beautifly,Papinella,Beautifly
MONSTER_267_DESC,MONSTER_DESCRIPTION,Butterfly Pokémon,Pokémon Papillon,Pokémon Farfalla,Falter,Pokémon Mariposa
MONSTER_268,MONSTER_NAME,Cascoon,Blindalys,Cascoon,Panekon,Cascoon
MONSTER_268_DESC,MONSTER_DESCRIPTION,Cocoon Pokémon,Pokémon Cocon,Pokémon Bozzolo,Kokon,Pokémon Capullo
MONSTER_269,MONSTER_NAME,Dustox,Papinox,Dustox,Pudox,Dustox
MONSTER_269_DESC,MONSTER_DESCRIPTION,Poison Moth Pokémon,Pokémon Papipoison,Pokémon Velentarma,Giftmotte,Pokémon Polilla Ven.
MONSTER_270,MONSTER_NAME,Lotad,Nénupiot,Lotad,Loturzel,Lotad
MONSTER_270_DESC,MONSTER_DESCRIPTION,Water Weed Pokémon,Pokémon Aquaplante,Pokémon Alga,Wasserlinsen-Pokémon,Pokémon Lenteja Agua
MONSTER_271,MONSTER_NAME,Lombre,Lombre,Lombre,Lombrero,Lombre
MONSTER_271_DESC,MONSTER_DESCRIPTION,Jolly Pokémon,Pokémon Jovial,Pokémon Giocoso,Frohmut-Pokémon,Pokémon Alegre
MONSTER_272,MONSTER_NAME,Ludicolo,Ludicolo,Ludicolo,Kappalores,Ludicolo
MONSTER_272_DESC,MONSTER_DESCRIPTION,Carefree Pokémon,Pokémon Insouciant,Pokémon Spensierato,Sorglos-Pokémon,Pokémon Optimista
MONSTER_273,MONSTER_NAME,Seedot,Grainipiot,Seedot,Samurzel,Seedot
MONSTER_273_DESC,MONSTER_DESCRIPTION,Acorn Pokémon,Pokémon Gland,Pokémon Ghianda,Eichelnuss-Pokémon,Pokémon Bellota
MONSTER_274,MONSTER_NAME,Nuzleaf,Pifeuil,Nuzleaf,Blanas,Nuzleaf
MONSTER_274_DESC,MONSTER_DESCRIPTION,Wily Pokémon,Pokémon Malin,Pokémon Scaltro,Hinterlist-Pokémon,Pokémon Astuto
MONSTER_275,MONSTER_NAME,Shiftry,Tengalice,Shiftry,Tengulist,Shiftry
MONSTER_275_DESC,MONSTER_DESCRIPTION,Wicked Pokémon,Pokémon Malveillant,Pokémon Burbero,Verschlagen-Pokémon,Pokémon Malvado
MONSTER_276,MONSTER_NAME,Taillow,Nirondelle,Taillow,Schwalbini,Taillow
MONSTER_276_DESC,MONSTER_DESCRIPTION,Tiny Swallow Pokémon,Pokémon Minirondel,Pokémon Rondinella,Schwälblein,Pokémon Pequebuche
MONSTER_277,MONSTER_NAME,Swellow,Hélédelle,Swellow,Schwalboss,Swellow
MONSTER_277_DESC,MONSTER_DESCRIPTION,Swallow Pokémon,Pokémon Hirondelle,Pokémon Rondine,Schwalbe,Pokémon Buche
MONSTER_278,MONSTER_NAME,Wingull,Goélise,Wingull,Wingull,Wingull
MONSTER_278_DESC,MONSTER_DESCRIPTION,Seagull Pokémon,Pokémon Mouette,Pokémon Gabbiano,Seemöwen-Pokémon,Pokémon Gaviota
MONSTER_279,MONSTER_NAME,Pelipper,Bekipan,Pelipper,Pelipper,Pelipper
MONSTER_279_DESC,MONSTER_DESCRIPTION,Water Bird Pokémon,Pokémon Oiseaudo,Pokémon Alacquatico,Wasservogel-Pokémon,Pokémon Ave Agua
MONSTER_280,MONSTER_NAME,Ralts,Tarsal,Ralts,Trasla,Ralts
MONSTER_280_DESC,MONSTER_DESCRIPTION,Feeling Pokémon,Pokémon Sentiment,Pokémon Sensazione,Gefühls-Pokémon,Pokémon Sensible
MONSTER_281,MONSTER_NAME,Kirlia,Kirlia,Kirlia,Kirlia,Kirlia
MONSTER_281_DESC,MONSTER_DESCRIPTION,Emotion Pokémon,Pokémon Émotion,Pokémon Emozione,Emotions-Pokémon,Pokémon Sensorio
MONSTER_282,MONSTER_NAME,Gardevoir,Gardevoir,Gardevoir,Guardevoir,Gardevoir
MONSTER_282_DESC,MONSTER_DESCRIPTION,Embrace Pokémon,Pokémon Étreinte,Pokémon Abbraccio,Umarmungs-Pokémon,Pokémon Envolvente
MONSTER_283,MONSTER_NAME,Surskit,Arakdo,Surskit,Gehweiher,Surskit
MONSTER_283_DESC,MONSTER_DESCRIPTION,Pond Skater Pokémon,Pokémon Maresurfeur,Pokémon Sfiorapozze,Wassergeher,Pokémon Zapatero
MONSTER_284,MONSTER_NAME,Masquerain,Maskadra,Masquerain,Maskeregen,Masquerain
MONSTER_284_DESC,MONSTER_DESCRIPTION,Eyeball Pokémon,Pokémon Boule Œil,Pokémon Occhi,Auge,Pokémon Globocular
MONSTER_285,MONSTER_NAME,Shroomish,Balignon,Shroomish,Knilz,Shroomish
MONSTER_285_DESC,MONSTER_DESCRIPTION,Mushroom Pokémon,Pokémon Champignon,Pokémon Fungo,Pilz,Pokémon Hongo
MONSTER_286,MONSTER_NAME,Breloom,Chapignon,Breloom,Kapilz,Breloom
MONSTER_286_DESC,MONSTER_DESCRIPTION,Mushroom Pokémon,Pokémon Champignon,Pokémon Fungo,Pilz,Pokémon Hongo
MONSTER_287,MONSTER_NAME,Slakoth,Parecool,Slakoth,Bummelz,Slakoth
MONSTER_287_DESC,MONSTER_DESCRIPTION,Slacker Pokémon,Pokémon Flâneur,Pokémon Ozioso,Faulpelz,Pokémon Gandul
MONSTER_288,MONSTER_NAME,Vigoroth,Vigoroth,Vigoroth,Muntier,Vigoroth
MONSTER_288_DESC,MONSTER_DESCRIPTION,Wild Monkey Pokémon,Pokémon Turbusinge,Pokémon Indocile,Wildaffe,Pokémon Mono Feroz
MONSTER_289,MONSTER_NAME,Slaking,Monaflèmit,Slaking,Letarking,Slaking
MONSTER_289_DESC,MONSTER_DESCRIPTION,Lazy Pokémon,Pokémon Fainéant,Pokémon Pigrizia,Müßig,Pokémon Holgazán
MONSTER_290,MONSTER_NAME,Nincada,Ningale,Nincada,Nincada,Nincada
MONSTER_290_DESC,MONSTER_DESCRIPTION,Trainee Pokémon,Pokémon Apprenti,Pokémon Novizio,Vorbereiter-Pokémon,Pokémon Aprendiz
MONSTER_291,MONSTER_NAME,Ninjask,Ninjask,Ninjask,Ninjask,Ninjask
MONSTER_291_DESC,MONSTER_DESCRIPTION,Ninja Pokémon,Pokémon Ninja,Pokémon Ninja,Ninja-Pokémon,Pokémon Ninja
MONSTER_292,MONSTER_NAME,Shedinja,Munja,Shedinja,Ninjatom,Shedinja
MONSTER_292_DESC,MONSTER_DESCRIPTION,Shed Pokémon,Pokémon Exuvie,Pokémon Cambiapelle,Häutungs-Pokémon,Pokémon Muda
MONSTER_293,MONSTER_NAME,Whismur,Chuchmur,Whismur,Flurmel,Whismur
MONSTER_293_DESC,MONSTER_DESCRIPTION,Whisper Pokémon,Pokémon Chuchoteur,Pokémon Sussurro,Flüster-Pokémon,Pokémon Susurro
MONSTER_294,MONSTER_NAME,Loudred,Ramboum,Loudred,Krakeelo,Loudred
MONSTER_294_DESC,MONSTER_DESCRIPTION,Big Voice Pokémon,Pokémon Grosse Voix,Pokémon Vocione,Lauthals-Pokémon,Pokémon Chillón
MONSTER_295,MONSTER_NAME,Exploud,Brouhabam,Exploud,Krawumms,Exploud
MONSTER_295_DESC,MONSTER_DESCRIPTION,Loud Noise Pokémon,Pokémon Bruit Sourd,Pokémon Fragore,Krach-Pokémon,Pokémon Escandaloso
MONSTER_296,MONSTER_NAME,Makuhita,Makuhita,Makuhita,Makuhita,Makuhita
MONSTER_296_DESC,MONSTER_DESCRIPTION,Guts Pokémon,Pokémon Tenace,Pokémon Coraggio,Courage,Pokémon Valiente
MONSTER_297,MONSTER_NAME,Hariyama,Hariyama,Hariyama,Hariyama,Hariyama
MONSTER_297_DESC,MONSTER_DESCRIPTION,Arm Thrust Pokémon,Pokémon Cogneur,Pokémon Sberletese,Armwurf,Pokémon Empuje
MONSTER_298,MONSTER_NAME,Azurill,Azurill,Azurill,Azurill,Azurill
MONSTER_298_DESC,MONSTER_DESCRIPTION,Polka Dot Pokémon,Pokémon Point Polka,Pokémon Pois,Gepunktet-Pokémon,Pokémon A Topos
MONSTER_299,MONSTER_NAME,Nosepass,Tarinor,Nosepass,Nasgnet,Nosepass
MONSTER_299_DESC,MONSTER_DESCRIPTION,Compass Pokémon,Pokémon Boussole,Pokémon Bussola,Kompass,Pokémon Brújula
MONSTER_300,MONSTER_NAME,Skitty,Skitty,Skitty,Eneco,Skitty
MONSTER_300_DESC,MONSTER_DESCRIPTION,Kitten Pokémon,Pokémon Chaton,Pokémon Micio,Kätzchen,Pokémon Gatito
MONSTER_301,MONSTER_NAME,Delcatty,Delcatty,Delcatty,Enekoro,Delcatty
MONSTER_301_DESC,MONSTER_DESCRIPTION,Prim Pokémon,Pokémon Guindé,Pokémon Finezza,Eingebildet,Pokémon Cursi
MONSTER_302,MONSTER_NAME,Sableye,Ténéfix,Sableye,Zobiris,Sableye
MONSTER_302_DESC,MONSTER_DESCRIPTION,Darkness Pokémon,Pokémon Obscurité,Pokémon Oscurità,Finsternis-Pokémon,Pokémon Oscuridad
MONSTER_303,MONSTER_NAME,Mawile,Mysdibule,Mawile,Flunkifer,Mawile
MONSTER_303_DESC,MONSTER_DESCRIPTION,Deceiver Pokémon,Pokémon Trompeur,Pokémon Inganno,Schwindler-Pokémon,Pokémon Tramposo
MONSTER_304,MONSTER_NAME,Aron,Galekid,Aron,Stollunior,Aron
MONSTER_304_DESC,MONSTER_DESCRIPTION,Iron Armor Pokémon,Pokémon Armurfer,Pokémon Corazza,Eisenpanzer-Pokémon,Pokémon Coraza Férrea
MONSTER_305,MONSTER_NAME,Lairon,Galegon,Lairon,Stollrak,Lairon
MONSTER_305_DESC,MONSTER_DESCRIPTION,Iron Armor Pokémon,Pokémon Armurfer,Pokémon Corazza,Eisenpanzer-Pokémon,Pokémon Coraza Férrea
MONSTER_306,MONSTER_NAME,Aggron,Galeking,Aggron,Stolloss,Aggron
MONSTER_306_DESC,MONSTER_DESCRIPTION,Iron Armor Pokémon,Pokémon Armurfer,Pokémon Corazza,Eisenpanzer-Pokémon,Pokémon Coraza Férrea
MONSTER_307,MONSTER_NAME,Meditite,Méditikka,Meditite,Meditie,Meditite
MONSTER_307_DESC,MONSTER_DESCRIPTION,Meditate Pokémon,Pokémon Méditation,Pokémon Meditazione,Meditation,Pokémon Meditador
MONSTER_308,MONSTER_NAME,Medicham,Charmina,Medicham,Meditalis,Medicham
MONSTER_308_DESC,MONSTER_DESCRIPTION,Meditate Pokémon,Pokémon Méditation,Pokémon Meditazione,Meditation,Pokémon Meditador
MONSTER_309,MONSTER_NAME,Electrike,Dynavolt,Electrike,Frizelbliz,Electrike
MONSTER_309_DESC,MONSTER_DESCRIPTION,Lightning Pokémon,Pokémon Orage,Pokémon Lampo,Gewitter-Pokémon,Pokémon Calambre
MONSTER_310,MONSTER_NAME,Manectric,Élecsprint,Manectric,Voltenso,Manectric
MONSTER_310_DESC,MONSTER_DESCRIPTION,Discharge Pokémon,Pokémon Décharge,Pokémon Scossa,Entladungs-Pokémon,Pokémon Descarga
MONSTER_311,MONSTER_NAME,Plusle,Posipi,Plusle,Plusle,Plusle
MONSTER_311_DESC,MONSTER_DESCRIPTION,Cheering Pokémon,Pokémon Acclameur,Pokémon Incitamento,Jubel,Pokémon Ánimo
MONSTER_312,MONSTER_NAME,Minun,Négapi,Minun,Minun,Minun
MONSTER_312_DESC,MONSTER_DESCRIPTION,Cheering Pokémon,Pokémon Acclameur,Pokémon Incitamento,Jubel,Pokémon Ánimo
MONSTER_313,MONSTER_NAME,Volbeat,Muciole,Volbeat,Volbeat,Volbeat
MONSTER_313_DESC,MONSTER_DESCRIPTION,Firefly Pokémon,Pokémon Luciole,Pokémon Lucciola,Glühwürmchen,Pokémon Luciérnaga
MONSTER_314,MONSTER_NAME,Illumise,Lumivole,Illumise,Illumise,Illumise
MONSTER_314_DESC,MONSTER_DESCRIPTION,Firefly Pokémon,Pokémon Luciole,Pokémon Lucciola,Glühwürmchen,Pokémon Luciérnaga
MONSTER_315,MONSTER_NAME,Roselia,Rosélia,Roselia,Roselia,Roselia
MONSTER_315_DESC,MONSTER_DESCRIPTION,Thorn Pokémon,Pokémon Épine,Pokémon Spina,Dorn-Pokémon,Pokémon Espina
MONSTER_316,MONSTER_NAME,Gulpin,Gloupti,Gulpin,Schluppuck,Gulpin
